headbreadth,headcircumference,headlength,tragiontopofhead
145,553,192,121
152,563,196,133
153,587,207,132
153,550,190,126
149,560,197,123
173,622,213,134
144,553,198,128
154,560,193,128
154,570,199,135
153,566,200,124
153,567,198,134
151,556,195,135
155,580,205,125
156,573,200,133
159,600,210,131
160,593,205,130
152,568,200,132
144,544,195,136
150,573,206,138
151,555,189,132
156,580,203,125
160,572,193,139
149,572,199,130
157,574,198,132
161,564,190,129
157,578,201,133
160,585,204,126
155,587,201,133
152,572,201,129
151,573,200,131
157,577,202,133
155,583,200,133
158,583,204,134
160,607,215,137
154,570,198,132
162,576,195,135
157,575,194,129
156,583,199,121
161,601,208,132
154,585,204,127
149,564,199,134
154,565,196,127
150,566,201,136
153,585,204,135
153,562,193,130
147,554,194,123
142,554,196,124
153,581,203,129
153,566,197,116
153,551,192,125
153,572,202,130
155,557,189,128
149,567,199,134
158,575,198,119
148,556,190,127
150,580,202,125
155,574,199,120
158,583,201,133
149,562,194,128
146,561,195,122
161,569,186,133
156,578,203,139
152,566,198,121
158,598,209,134
155,568,197,132
161,560,186,123
152,586,204,134
159,595,209,123
157,580,200,119
153,551,186,129
155,563,193,124
151,565,199,126
158,570,194,128
158,605,212,131
175,615,209,133
160,570,192,133
157,582,204,130
160,572,192,130
156,569,193,131
168,595,200,122
152,570,193,130
150,569,200,123
156,570,199,132
159,590,204,133
153,567,195,134
154,557,190,124
151,557,193,127
155,575,200,126
160,580,200,125
165,585,201,133
152,567,200,137
150,570,197,134
149,547,193,127
148,543,188,127
151,565,195,129
166,585,198,130
152,592,210,134
146,556,196,120
157,568,200,136
146,552,193,129
155,581,203,133
155,552,188,121
154,567,194,131
158,561,186,131
151,542,191,126
165,600,206,133
156,575,200,129
143,534,182,132
159,600,208,137
147,553,195,124
157,580,202,130
155,574,203,126
164,615,213,140
142,538,193,121
140,540,191,124
162,580,200,134
158,584,206,125
150,562,200,125
151,567,198,128
154,575,205,127
164,582,199,130
168,572,190,137
141,555,197,130
148,568,195,132
146,568,202,125
156,573,200,131
150,567,201,129
144,530,185,123
153,567,194,132
159,576,194,134
144,560,198,130
165,608,211,128
160,587,202,135
154,572,200,132
158,567,198,134
149,555,193,132
160,603,209,143
155,588,207,125
151,588,213,138
153,600,214,133
146,563,199,131
155,581,200,131
152,566,201,136
156,577,198,129
158,578,202,133
157,575,196,128
145,548,193,115
158,559,188,131
159,576,197,130
155,574,199,123
148,550,195,131
152,579,205,138
156,585,205,139
153,558,190,130
160,586,198,123
162,581,200,138
157,577,198,131
154,581,203,125
160,591,207,136
154,567,200,134
155,572,200,125
153,555,193,125
153,550,188,128
148,582,205,127
141,534,186,122
155,574,195,122
155,575,203,124
159,574,197,129
163,570,198,142
151,548,191,124
156,582,199,137
154,560,192,123
143,560,199,124
159,570,195,123
166,625,218,146
153,580,206,132
153,569,196,132
153,543,189,114
158,585,201,130
150,565,201,128
142,553,195,128
150,560,191,126
149,556,199,129
157,581,203,126
160,569,194,133
162,591,197,133
154,578,200,120
148,560,197,126
166,588,201,130
146,571,202,127
148,535,188,117
154,610,220,140
153,583,205,144
154,585,205,126
151,555,198,127
150,560,199,125
160,580,203,127
153,575,204,126
156,582,201,135
152,588,210,133
141,559,199,127
150,575,200,125
146,547,192,125
143,557,197,130
154,574,202,129
153,574,197,126
150,565,194,133
146,565,202,142
162,612,215,142
150,536,192,125
159,590,204,134
158,585,207,130
159,580,201,131
150,592,207,139
152,575,200,126
162,595,200,130
150,568,199,128
161,575,195,124
157,585,205,128
166,585,195,128
160,573,190,135
153,560,193,131
158,571,196,119
162,592,202,133
154,557,191,121
160,565,190,126
154,587,207,144
154,592,201,122
152,569,196,133
155,577,198,135
152,600,213,132
156,568,194,132
151,567,199,135
150,560,197,134
154,563,195,130
153,573,199,125
158,550,180,129
151,568,198,134
149,550,196,129
151,567,198,127
163,580,195,124
152,563,198,128
165,570,190,122
159,592,203,130
149,545,186,124
154,576,200,127
155,583,208,136
150,557,193,127
156,573,196,139
155,600,214,135
152,572,205,127
150,558,192,135
151,565,200,126
161,602,209,140
161,590,207,146
149,572,207,134
155,589,207,132
158,573,195,132
157,560,193,126
165,585,200,130
140,548,196,122
158,565,185,129
151,576,205,129
160,581,200,138
149,570,203,135
155,550,189,114
158,546,178,131
148,545,187,130
157,580,205,134
146,555,195,130
159,578,201,130
144,557,199,132
157,595,214,140
153,563,198,134
149,555,193,132
156,577,205,130
151,567,202,131
153,564,195,122
155,560,195,130
160,550,190,137
148,555,190,122
148,562,193,122
150,552,192,132
150,558,195,120
147,561,200,137
159,565,189,125
150,585,204,138
152,553,191,135
158,570,195,122
152,573,205,133
153,570,198,135
150,563,199,127
143,549,196,130
160,578,196,127
160,590,206,134
155,560,191,125
144,548,195,125
153,569,195,131
159,596,206,129
152,574,201,132
153,572,199,127
148,560,196,135
163,588,196,128
154,567,199,124
155,587,210,133
156,562,190,132
159,580,202,137
158,573,190,134
157,593,208,132
157,569,197,136
171,633,222,140
153,578,200,136
155,573,197,131
150,565,199,132
156,571,198,113
150,557,195,129
145,575,203,128
157,559,187,136
158,609,214,131
154,585,208,131
156,594,208,139
148,564,198,134
151,565,196,125
151,565,199,144
153,567,198,130
153,585,204,133
155,580,200,123
155,579,203,133
155,580,206,130
148,567,203,132
153,558,190,129
149,558,191,123
162,584,204,130
152,563,198,131
150,558,191,120
153,555,190,116
158,551,184,127
170,595,199,135
150,553,194,135
151,554,193,130
162,580,196,129
148,557,196,134
154,578,203,121
155,578,201,135
150,565,196,130
151,563,196,122
160,584,198,131
158,597,204,135
155,577,199,130
154,581,206,133
160,580,206,131
160,562,189,139
150,563,195,133
167,584,197,128
163,596,204,137
160,557,194,129
150,562,194,129
157,578,200,133
155,563,190,132
150,580,204,122
148,565,203,132
156,585,206,120
158,563,194,128
152,573,201,120
146,547,195,131
146,558,196,130
148,581,209,134
154,577,198,132
153,593,209,141
153,558,200,126
161,589,200,133
158,576,204,136
150,580,204,136
147,561,197,128
153,565,194,135
163,575,193,132
151,556,194,126
158,578,195,128
159,576,190,130
160,599,208,140
151,557,196,128
147,573,203,131
153,569,200,128
156,561,192,133
155,569,197,136
159,576,196,130
137,532,191,129
160,572,193,129
153,570,198,136
166,575,194,133
150,572,195,127
157,566,195,136
153,561,197,130
150,570,201,127
163,612,213,128
150,573,205,124
153,566,196,125
146,575,208,140
156,584,205,136
162,603,214,133
151,560,196,132
163,620,220,147
152,560,195,128
161,595,206,131
156,589,211,129
153,569,203,132
153,558,192,131
152,564,194,123
158,582,200,127
165,585,199,130
148,559,193,132
148,575,207,133
160,557,191,123
150,578,204,132
150,564,204,118
157,575,198,135
155,565,196,139
159,595,208,139
147,556,195,125
151,557,192,123
153,578,203,133
155,572,200,136
149,593,210,139
153,565,196,128
153,553,189,130
153,560,193,132
155,580,199,133
147,550,195,133
155,579,200,132
150,573,201,127
160,571,192,137
148,545,188,126
153,562,196,123
155,594,209,137
155,569,201,124
152,540,182,126
158,583,205,134
154,568,199,133
155,575,203,134
152,590,212,130
152,545,185,130
160,579,202,127
154,592,209,135
151,558,196,137
152,554,193,127
155,560,190,123
157,568,196,137
160,587,201,136
153,597,210,147
156,561,191,136
151,577,202,133
156,567,195,133
152,581,205,137
150,558,193,127
150,543,191,126
151,573,200,137
158,580,199,125
154,579,202,132
147,552,190,128
152,562,198,133
160,595,204,133
161,580,195,132
149,577,198,128
144,569,199,131
159,573,198,124
156,563,195,130
161,563,187,122
153,583,203,131
143,556,196,132
150,597,209,141
156,590,201,135
157,564,197,133
159,580,201,140
142,562,202,127
146,559,196,125
157,561,195,125
163,588,202,138
157,592,208,133
154,578,208,135
160,577,198,133
152,581,205,127
148,568,199,126
149,554,196,124
155,591,207,141
156,568,203,131
151,571,199,127
151,595,211,130
153,580,203,135
154,570,200,130
166,598,203,142
152,583,205,129
152,554,192,136
157,579,202,142
159,586,204,138
146,555,196,130
153,590,204,129
157,573,198,137
159,557,194,126
156,551,188,127
155,563,191,128
152,573,200,131
154,571,193,130
159,573,196,131
151,578,203,137
152,575,205,125
157,582,198,139
148,557,192,127
165,605,214,135
153,572,197,139
152,583,203,122
145,543,188,125
158,555,190,125
149,571,200,138
149,579,203,141
155,570,195,130
148,576,202,125
153,591,213,137
158,564,193,128
151,576,203,140
150,579,202,126
145,558,197,128
158,577,199,131
152,583,204,138
156,587,202,135
151,577,201,137
157,579,200,122
152,588,207,133
154,588,209,133
145,565,195,129
150,585,211,133
156,565,194,133
160,577,197,132
158,588,211,145
146,558,195,128
163,588,199,135
159,547,180,130
161,575,197,129
143,551,195,132
156,583,204,133
154,580,202,128
157,569,196,137
154,581,203,140
160,589,201,136
161,569,195,128
149,540,186,125
163,598,204,128
160,575,197,125
150,551,193,125
160,566,193,138
158,577,199,136
153,563,195,122
166,596,204,129
151,580,205,122
141,541,188,117
163,574,198,138
148,555,195,134
151,550,186,138
152,577,205,137
153,580,203,139
148,555,192,130
148,553,189,131
150,573,205,131
150,571,201,134
148,526,180,128
146,548,193,132
156,580,199,120
158,553,187,138
157,590,204,129
147,562,196,120
150,576,205,133
153,570,201,126
150,570,198,132
154,579,198,128
151,562,200,132
145,560,199,126
162,556,181,137
155,568,199,132
151,563,195,131
153,572,200,128
147,552,191,133
150,553,192,132
154,552,190,120
149,536,182,120
151,565,199,130
146,560,194,123
150,564,200,124
149,565,197,127
151,562,192,131
151,554,187,140
149,558,196,135
148,555,194,127
150,560,197,118
153,615,220,135
141,548,191,110
138,535,180,125
146,588,207,129
153,593,206,125
140,522,181,116
146,570,194,127
146,582,197,128
143,551,185,132
143,562,184,117
146,528,176,115
146,614,213,129
152,598,210,127
144,540,182,110
145,553,185,127
147,586,194,122
148,572,198,123
150,568,190,122
148,568,195,115
146,592,206,123
141,532,185,113
144,560,195,117
153,554,180,127
138,536,185,121
151,572,192,127
151,576,194,132
150,562,188,117
139,544,181,128
148,550,188,122
145,547,185,130
134,525,176,121
154,545,177,136
148,550,183,123
150,573,196,126
133,564,194,120
155,577,193,130
143,538,182,128
152,553,183,120
144,577,186,125
143,533,185,125
151,550,190,133
147,582,200,133
147,559,194,128
149,553,188,126
152,560,194,138
151,555,182,127
150,565,195,125
145,557,191,129
147,565,193,120
148,560,190,128
139,541,183,128
153,568,193,129
147,580,202,136
142,553,192,126
149,565,186,131
150,557,181,133
148,555,190,132
141,552,192,127
152,580,190,134
138,545,196,127
150,570,192,137
144,555,188,130
151,574,199,132
150,565,195,126
141,548,190,133
143,553,188,125
150,573,190,132
146,563,192,120
139,554,187,120
145,561,198,125
145,552,191,129
136,554,184,117
141,537,181,118
155,564,186,146
143,545,192,120
151,549,187,130
150,575,197,134
146,560,188,120
150,599,195,134
156,550,185,139
148,564,194,124
151,580,212,134
147,565,197,118
146,545,183,116
143,550,190,123
142,552,183,120
156,575,182,126
143,538,180,118
145,560,186,124
140,552,187,115
145,553,186,127
152,574,186,126
148,536,178,121
142,540,192,132
144,585,207,128
145,550,192,126
143,530,180,126
143,531,178,120
150,556,194,131
149,540,186,118
140,543,187,129
150,550,188,117
156,552,179,124
158,558,188,133
147,549,185,117
153,573,188,133
140,521,180,120
149,532,168,116
145,566,188,116
150,588,192,120
150,580,188,126
156,577,195,124
143,546,186,124
136,549,189,120
142,572,192,128
159,575,187,140
147,552,186,130
156,583,190,126
143,560,186,106
149,560,188,123
143,552,184,135
157,576,194,137
152,578,196,116
147,573,197,124
149,560,188,129
146,528,174,127
143,543,186,140
150,598,200,123
154,566,190,128
143,550,188,121
148,575,196,124
151,568,196,114
150,563,189,142
140,542,181,116
155,567,194,131
149,565,189,112
141,552,186,133
143,550,183,134
145,563,199,135
155,620,206,138
143,543,192,127
148,600,212,121
151,575,190,122
150,583,180,120
141,560,195,119
143,534,184,113
147,596,208,120
152,581,191,115
144,538,196,116
144,573,195,123
140,555,195,124
145,584,198,134
144,544,190,126
147,540,177,124
144,560,189,124
142,550,190,114
144,570,186,126
152,561,182,127
138,543,189,123
154,577,200,120
141,543,182,120
147,562,190,124
141,531,181,108
143,555,187,120
145,550,190,127
147,575,194,137
145,548,193,122
153,587,196,115
143,548,182,123
150,572,201,130
158,554,191,118
141,536,188,122
144,567,198,124
153,541,178,130
141,544,185,116
143,547,192,123
147,528,187,117
148,558,182,127
153,590,194,119
150,542,179,117
143,544,185,117
152,585,195,126
145,537,182,105
150,572,192,126
139,533,184,116
160,598,193,133
138,523,189,111
153,595,185,118
145,553,189,126
151,556,190,126
145,542,185,114
156,545,175,128
148,563,187,130
143,546,192,136
148,557,193,120
136,533,184,114
146,551,186,117
139,563,196,120
141,552,185,121
150,591,201,129
146,542,180,122
152,557,186,124
144,560,190,124
150,565,188,126
147,567,189,128
147,557,179,122
135,556,185,118
146,557,190,116
141,565,198,122
150,575,197,130
150,580,193,123
144,546,188,120
139,521,174,115
157,590,199,117
152,566,190,127
149,573,191,124
153,592,197,123
159,620,200,127
143,559,184,109
150,554,182,123
144,548,191,119
156,605,193,123
146,543,185,105
141,573,192,109
145,560,192,126
145,551,187,116
142,598,182,143
154,570,192,134
158,582,205,127
147,600,197,128
153,568,188,119
141,550,185,123
142,537,175,124
147,537,179,114
144,557,191,123
151,558,181,122
143,546,190,121
148,564,190,129
146,553,186,110
149,571,191,127
138,520,177,117
150,553,183,122
147,554,191,120
147,575,186,125
142,585,200,123
138,521,174,122
150,568,192,125
142,561,194,117
153,560,187,119
149,555,194,126
151,545,182,124
138,535,186,114
147,531,182,121
146,545,178,112
143,557,196,124
154,598,190,130
146,562,187,120
153,574,196,130
149,548,186,117
157,574,196,139
142,557,192,120
145,568,200,131
144,554,191,125
152,577,194,128
143,558,193,117
145,555,192,121
150,555,187,129
141,554,190,122
150,620,185,121
154,554,182,126
143,540,178,126
152,566,185,115
148,564,191,129
147,600,197,115
145,556,192,123
147,547,190,114
142,539,179,114
144,554,187,121
142,561,188,130
144,560,189,119
146,569,195,130
155,587,191,123
145,528,176,118
140,540,187,114
145,564,189,134
149,570,190,123
153,582,193,123
145,566,193,122
156,568,195,131
147,569,192,126
144,525,179,111
151,575,197,121
145,555,194,122
145,560,185,118
144,586,186,122
142,555,192,129
144,538,180,116
147,577,195,115
148,551,186,130
152,590,203,138
144,547,188,124
150,578,190,128
147,557,183,123
145,527,171,115
152,586,187,138
149,570,197,134
150,567,199,130
153,593,200,141
152,609,200,138
157,555,183,127
148,600,201,144
154,609,196,124
162,607,203,145
152,583,188,124
154,564,184,130
143,548,186,122
157,590,189,124
153,574,188,121
153,557,182,132
143,535,176,139
158,568,190,121
144,544,180,112
154,584,196,130
144,560,193,127
146,581,198,116
148,552,185,128
146,552,196,126
157,593,203,133
149,542,189,112
149,564,189,124
146,561,192,126
144,528,177,126
153,564,187,143
154,578,193,133
149,584,199,125
143,550,192,127
141,561,196,124
149,583,192,125
156,611,203,129
154,573,198,126
148,533,176,112
146,564,193,137
154,564,183,130
147,558,189,123
150,558,189,132
144,551,194,125
137,573,183,120
140,555,193,136
159,562,192,140
154,590,194,136
158,605,201,126
152,571,196,124
147,563,189,120
143,558,189,115
144,573,201,127
147,566,190,127
145,559,195,112
150,574,188,127
152,610,199,129
138,545,183,125
153,580,198,137
149,614,210,138
152,584,200,125
150,563,196,130
154,566,187,129
154,573,193,144
141,533,183,120
140,517,173,110
153,586,188,127
151,570,191,131
150,555,184,132
147,568,194,124
143,555,184,123
140,553,185,120
151,567,195,130
147,557,196,127
146,557,192,132
150,576,195,127
140,560,196,115
143,572,193,128
150,566,194,120
144,540,187,116
151,546,192,121
143,533,180,121
154,601,198,134
150,572,198,130
157,580,200,124
147,562,188,122
151,573,197,124
145,553,191,122
146,544,184,128
151,577,195,133
160,605,205,140
150,560,188,123
149,562,193,129
149,566,196,130
154,566,194,126
150,575,192,131
143,547,184,127
151,579,194,125
143,557,193,120
156,541,172,122
145,535,182,125
146,572,193,123
155,570,197,125
143,561,192,130
146,557,194,121
139,540,190,117
148,566,192,124
151,571,192,127
144,553,194,121
147,553,184,134
143,545,186,127
146,552,183,126
147,552,185,123
149,565,188,130
142,575,201,125
155,564,187,113
154,578,194,126
164,621,210,141
138,540,184,125
153,537,182,122
142,545,189,123
151,557,191,126
152,577,194,122
149,571,197,126
146,559,192,126
147,566,192,127
149,564,193,129
151,560,189,123
153,588,196,133
149,558,189,125
156,558,193,128
147,562,192,125
144,533,182,117
160,566,187,127
152,548,177,137
143,551,195,128
155,549,175,117
139,546,182,130
165,600,203,118
145,569,194,125
146,573,198,129
146,560,197,123
158,590,201,133
150,568,193,130
149,585,194,140
141,546,187,124
140,544,187,130
152,563,193,132
159,594,201,143
152,562,187,130
146,580,193,121
149,579,196,129
150,578,195,123
146,548,180,127
147,546,184,123
148,551,186,127
150,544,181,125
143,545,189,126
144,562,195,130
151,564,186,128
141,539,187,120
150,550,186,120
144,564,194,126
144,564,197,123
149,570,199,126
146,568,196,121
156,563,185,130
148,565,186,128
151,581,200,120
138,555,188,122
145,567,192,131
152,580,197,137
142,540,187,127
148,581,193,124
151,583,198,130
147,553,187,120
151,559,182,124
146,562,192,132
145,580,199,131
152,561,187,128
148,560,193,127
145,567,203,130
157,561,181,128
157,588,187,137
147,570,199,126
132,547,190,126
144,600,190,140
164,592,190,127
144,560,199,131
152,581,186,126
146,528,177,121
146,552,187,124
153,580,192,125
149,537,183,116
162,604,195,123
144,560,184,140
148,590,188,134
149,566,192,127
152,528,172,130
151,576,196,126
152,609,210,136
150,570,196,125
152,595,204,133
155,558,187,131
150,608,201,132
145,580,194,123
148,555,184,123
150,589,197,141
147,552,188,117
152,587,204,121
142,625,207,132
152,609,210,136
147,578,194,127
158,605,204,130
151,544,184,124
143,553,183,119
159,540,169,133
157,594,199,129
149,564,190,132
137,544,187,127
153,572,194,118
144,562,190,128
144,556,186,124
152,555,188,134
155,568,204,134
150,588,209,133
144,555,198,120
149,566,191,132
151,565,192,123
150,558,194,122
145,533,171,130
143,555,192,127
150,555,178,130
148,560,184,123
146,564,190,125
154,547,183,130
145,580,206,129
147,558,197,138
154,579,194,138
159,617,208,129
154,570,197,134
159,557,181,130
154,560,187,133
136,560,188,123
148,555,184,131
144,572,185,122
145,555,190,131
149,565,197,124
145,549,191,121
153,595,206,139
149,556,192,124
153,574,192,134
146,575,196,118
146,566,193,127
145,541,187,115
145,558,188,120
149,558,183,128
150,571,199,128
146,546,185,131
151,572,197,125
145,554,197,128
148,554,196,124
146,565,199,118
139,551,183,125
146,544,187,125
149,570,184,132
150,556,186,127
144,530,177,120
147,544,186,130
151,566,183,122
141,538,182,126
153,602,197,130
147,580,197,129
141,551,189,119
146,550,183,125
138,546,187,128
155,567,185,126
152,544,181,131
151,568,191,124
145,550,186,126
142,564,192,122
160,565,186,133
143,534,180,117
152,600,201,117
142,556,181,125
156,575,196,131
149,564,187,124
154,556,183,122
164,605,203,120
154,560,186,120
157,577,188,125
153,550,182,126
148,556,182,123
145,566,195,125
147,555,194,129
152,635,214,139
144,554,190,120
150,575,192,124
154,584,186,123
152,614,208,135
151,600,200,134
146,535,185,116
145,534,178,130
149,537,177,118
150,571,199,127
146,564,194,131
148,565,192,132
155,582,195,131
154,563,194,128
154,560,191,124
152,562,191,140
148,550,186,127
155,572,193,123
138,534,184,112
147,557,186,130
157,558,187,123
143,560,192,130
143,547,185,123
147,543,189,129
146,556,190,127
142,607,197,130
144,600,185,130
149,573,195,132
150,549,178,130
147,600,191,128
145,531,177,120
162,570,194,143
146,544,186,120
149,554,185,115
143,579,197,129
132,540,186,137
149,537,185,118
158,598,194,129
147,562,183,129
161,585,195,138
142,553,189,122
144,597,199,115
138,511,171,119
146,543,185,128
149,571,196,132
143,522,172,118
153,576,195,130
145,554,191,114
149,556,189,126
145,564,192,129
147,546,183,120
141,570,201,124
146,548,182,130
147,567,195,121
139,535,184,128
150,554,186,138
148,566,186,130
146,557,190,137
145,566,196,124
146,557,186,122
147,557,195,114
140,533,178,117
148,550,187,127
158,570,190,129
143,580,195,125
150,574,199,115
149,543,181,122
156,597,198,128
146,564,183,129
156,595,211,145
156,609,210,145
135,530,180,121
142,540,183,131
147,547,180,125
137,508,178,114
152,549,186,124
143,557,190,118
146,575,200,125
141,547,190,122
152,566,195,117
136,524,179,119
151,558,190,125
145,543,188,120
145,562,197,129
143,554,194,125
151,605,207,136
153,564,191,127
152,578,197,122
142,544,188,117
158,601,207,137
148,560,199,133
143,560,199,140
152,554,181,124
145,564,191,124
141,557,195,125
150,558,184,129
153,578,193,137
148,548,190,126
144,560,184,128
143,559,194,123
161,582,184,146
144,549,194,129
148,542,183,127
151,560,190,128
152,567,197,118
148,558,192,120
149,555,189,130
151,566,194,140
157,548,179,136
144,549,193,126
152,584,189,120
137,555,192,133
148,560,184,131
144,567,193,127
147,575,194,134
149,554,193,119
144,541,194,130
144,555,191,137
157,560,186,113
148,565,194,135
150,563,191,128
145,544,179,121
149,553,181,117
153,534,170,133
150,565,197,127
158,595,200,135
147,565,195,115
150,568,194,128
149,559,190,127
152,569,199,120
143,561,184,120
152,555,190,130
153,554,180,122
150,561,189,120
148,557,190,119
152,581,197,120
155,548,179,129
153,545,178,120
157,566,189,133
159,606,206,116
152,537,180,128
146,550,199,118
146,545,186,128
149,544,181,118
145,558,191,117
140,585,202,121
149,598,202,128
144,566,194,125
148,554,183,112
156,560,184,133
139,534,188,121
140,584,194,125
146,551,195,117
153,598,197,120
148,545,181,131
147,576,192,114
145,578,197,141
140,567,187,124
151,611,199,134
154,568,192,123
151,572,192,137
149,564,186,135
157,543,175,127
155,570,194,136
147,599,201,129
154,553,187,117
151,545,185,120
145,533,182,130
142,565,200,131
150,560,191,126
147,540,190,126
153,582,197,133
143,555,194,125
152,569,188,127
140,544,184,128
153,589,197,128
147,552,188,122
143,556,196,121
160,595,202,118
142,545,192,127
154,574,192,123
147,561,189,125
147,563,185,124
150,557,189,120
146,571,199,125
144,551,193,124
146,555,193,125
152,558,188,126
156,611,204,123
145,575,190,120
144,563,197,128
146,581,195,128
148,568,195,123
145,563,189,129
144,557,187,126
146,558,186,121
150,556,188,125
154,585,196,130
152,584,197,137
149,582,202,119
143,570,200,120
151,548,184,117
139,582,197,136
146,575,193,125
147,560,198,121
143,547,187,119
145,576,202,133
143,553,183,126
146,570,199,130
151,587,197,126
138,558,185,120
153,582,197,115
140,528,187,130
152,566,190,124
145,578,195,128
154,600,209,139
146,566,194,117
147,557,191,133
146,552,184,120
153,577,195,134
145,536,183,124
141,547,187,118
150,540,174,124
149,593,197,133
159,620,214,128
146,575,194,127
152,576,202,129
147,562,183,129
147,571,194,135
148,563,191,127
153,588,202,130
151,548,185,130
144,584,196,139
145,563,183,129
144,571,194,126
156,555,175,133
142,540,180,119
151,564,190,132
151,570,188,122
154,567,186,130
148,558,190,137
140,542,184,119
153,591,200,130
142,574,200,130
152,551,182,122
151,558,190,129
153,577,196,134
144,543,183,121
148,560,190,130
152,573,193,134
150,567,195,125
148,577,196,137
145,559,197,116
160,553,179,120
155,569,188,125
146,608,187,130
142,574,194,127
137,519,174,121
154,579,199,134
162,607,200,127
153,564,190,133
147,550,184,122
147,575,199,134
149,558,190,134
144,555,186,123
143,534,179,121
146,550,190,125
144,526,180,127
145,557,193,130
152,546,181,130
147,548,187,130
148,535,175,123
146,562,197,126
151,546,179,119
148,551,179,124
148,554,191,108
134,524,181,131
156,554,182,127
148,562,196,129
150,560,190,119
147,557,192,123
147,545,177,128
147,544,183,124
159,566,193,127
152,550,184,120
155,619,199,124
143,549,187,134
144,563,191,127
142,534,184,125
146,545,190,125
146,574,201,124
143,544,188,124
150,559,182,130
140,528,183,123
141,552,193,120
144,573,201,122
147,572,192,117
146,555,195,131
143,559,198,129
152,571,193,130
153,553,181,124
148,534,180,138
150,556,190,130
154,550,179,130
135,534,186,119
147,570,188,126
150,545,187,120
154,574,204,132
140,552,193,122
137,561,176,131
148,536,170,125
154,574,198,134
149,557,186,131
138,535,188,120
148,555,190,127
142,572,193,119
150,569,196,130
144,537,184,127
141,555,186,126
150,594,197,129
146,564,184,128
150,580,200,128
146,541,187,119
140,545,181,126
151,562,189,122
148,567,180,127
144,554,186,130
151,600,192,128
155,577,190,134
144,576,197,124
145,563,192,132
149,534,174,124
135,523,181,124
150,602,205,124
147,570,192,129
144,565,199,142
155,590,199,141
144,540,182,138
153,569,191,133
149,550,184,119
152,557,188,133
147,557,186,124
147,555,187,138
159,557,181,143
162,618,208,134
146,583,195,129
156,555,178,130
147,565,194,126
149,538,188,127
145,562,186,131
151,609,195,142
148,565,200,130
146,576,199,132
142,526,176,126
138,536,186,122
146,576,188,132
144,545,191,123
150,592,187,129
153,570,200,120
146,527,171,121
150,580,192,132
150,580,192,132
152,570,192,140
144,558,199,124
146,554,190,136
146,560,196,126
154,610,206,126
146,584,198,135
140,558,182,134
144,564,190,118
152,605,185,126
150,535,183,131
144,550,186,121
146,568,194,118
161,630,210,142
146,574,200,129
148,570,196,130
144,554,192,125
145,556,189,119
146,560,183,123
144,556,182,130
156,596,200,129
147,564,191,114
144,546,186,130
150,614,197,124
144,592,206,128
144,586,206,128
142,559,188,124
150,608,196,130
144,586,196,130
148,550,196,130
140,556,190,130
150,580,192,130
156,560,192,122
156,595,205,128
147,560,189,123
155,598,199,137
143,578,193,126
145,581,206,140
146,586,187,127
140,544,188,118
154,567,193,140
142,544,179,129
151,555,185,131
154,562,192,121
149,562,190,130
150,541,191,133
155,583,188,130
159,599,200,126
148,566,189,127
160,587,200,130
149,575,204,131
143,567,196,133
152,566,200,129
147,541,196,124
140,544,181,129
149,550,193,134
154,597,197,130
150,561,192,126
148,556,192,122
147,574,194,133
151,578,197,125
149,584,197,136
154,566,188,135
145,558,188,140
149,606,214,129
152,577,185,126
158,572,183,128
147,568,193,130
138,545,186,129
149,610,196,123
151,567,194,128
158,575,197,130
152,579,197,123
142,558,195,130
147,542,186,135
146,550,188,133
144,555,196,123
144,565,191,120
148,561,196,127
138,572,193,126
145,565,189,123
149,588,201,130
150,576,195,120
146,540,177,126
144,555,190,122
148,565,193,136
153,539,175,133
143,528,178,131
146,581,182,138
147,545,189,130
151,573,196,132
146,548,187,124
144,561,200,128
147,568,196,123
146,554,193,133
144,568,196,135
150,556,192,128
145,558,192,132
144,537,182,130
148,550,190,137
143,566,196,119
151,572,188,132
153,580,200,131
159,573,194,131
152,543,187,136
135,538,189,125
146,553,189,135
149,562,187,122
145,556,188,127
153,570,187,133
147,568,192,128
145,546,187,126
145,557,191,132
150,587,196,127
146,549,187,128
146,581,193,130
151,576,198,132
148,524,181,132
143,592,203,133
145,552,191,135
155,566,193,122
139,554,194,122
146,543,185,129
146,531,178,126
149,559,194,132
149,563,192,128
151,560,194,133
145,561,191,130
147,557,189,132
149,555,190,131
154,587,194,132
147,539,180,134
141,550,192,126
145,553,183,139
142,539,187,127
138,533,185,122
151,559,190,128
151,561,187,126
145,567,194,132
151,563,181,129
158,548,183,126
151,542,182,132
149,555,191,129
137,554,191,120
140,556,196,123
144,544,181,120
140,572,183,130
156,550,182,128
147,550,188,134
147,560,193,134
144,550,189,124
137,541,191,120
143,554,194,132
154,545,190,130
134,534,186,128
144,554,193,127
144,547,183,130
152,596,203,127
145,557,188,128
150,568,200,132
153,553,183,130
142,560,192,130
151,584,204,125
154,553,185,137
157,543,168,134
150,553,187,130
144,555,187,127
149,572,196,131
149,556,181,131
145,546,190,122
150,560,189,121
145,560,195,132
141,577,193,130
153,590,200,135
152,590,198,127
149,537,179,129
150,563,194,133
154,564,189,126
155,564,189,134
148,577,197,124
144,588,206,132
148,558,194,128
146,554,190,129
146,537,177,128
147,539,182,127
137,570,201,124
146,524,171,130
146,537,183,120
152,573,202,132
156,580,190,134
149,566,185,127
146,567,192,123
152,571,187,127
143,563,200,131
144,556,193,130
154,569,191,133
