stature_m,buttockheight,waistdepth,span,waistcircumference,shouldercircumference,footlength,handlength,functionalleglength,chestheight,chestcircumference,cervicaleheight,sittingheight
1.652,824,288,1783,1091,1197,272,187,1115,1182,1162,1437,855
1.733,888,193,1828,787,1114,280,196,1114,1282,918,1502,904
1.889,961,256,2003,1041,1250,290,212,1219,1378,1147,1638,985
1.722,896,215,1812,944,1124,262,193,1104,1255,973,1500,893
1.758,925,275,1872,1027,1211,278,191,1124,1310,1118,1542,904
1.717,872,282,1799,1083,1231,265,195,1135,1252,1161,1482,890
1.717,859,273,1747,1047,1211,269,180,1105,1249,1115,1482,906
1.763,879,260,1844,1005,1182,263,191,1119,1290,1068,1532,946
1.815,927,226,1874,937,1157,271,188,1166,1332,962,1574,941
1.735,840,265,1780,1027,1179,270,185,1083,1244,1122,1488,921
1.794,945,320,1878,1128,1203,275,203,1179,1352,1107,1582,903
1.568,778,194,1658,790,1117,242,174,1041,1143,989,1345,856
1.711,890,198,1786,796,1116,254,172,1101,1247,966,1473,884
1.743,857,289,1796,1160,1241,278,205,1117,1247,1217,1525,940
1.723,856,193,1739,834,1177,279,195,1090,1241,995,1492,923
1.809,944,262,1797,1003,1171,270,195,1187,1312,1080,1563,946
1.83,900,216,1818,859,1177,288,202,1149,1330,1023,1559,980
1.76,920,234,1855,925,1183,277,203,1130,1304,1108,1529,891
1.714,862,207,1764,855,1142,265,188,1120,1249,980,1465,873
1.71,874,281,1762,1057,1232,259,192,1061,1215,1093,1484,908
1.731,867,244,1790,1000,1183,269,188,1118,1233,1057,1483,907
1.724,859,196,1810,812,1142,264,196,1122,1262,939,1483,922
1.638,827,207,1706,795,1122,251,187,1058,1142,914,1386,863
1.649,819,259,1699,991,1186,259,186,1058,1188,1083,1407,907
1.768,894,305,1842,1116,1252,254,195,1144,1298,1182,1532,925
1.818,970,265,1873,1025,1240,275,203,1139,1352,1146,1570,948
1.84,917,292,1923,1102,1264,265,195,1248,1347,1213,1600,935
1.727,860,341,1769,1180,1233,276,194,1117,1258,1216,1493,913
1.742,819,238,1817,895,1160,269,197,1043,1246,1031,1498,928
1.7,839,204,1665,811,1112,252,182,1086,1252,968,1439,896
1.722,883,260,1805,978,1195,256,196,1137,1247,1074,1488,885
1.809,898,246,1739,963,1168,266,196,1172,1299,1066,1549,938
1.695,813,197,1816,800,1153,258,181,1070,1186,1002,1440,898
1.649,823,180,1670,692,1120,235,167,1026,1195,913,1404,899
1.719,842,274,1734,1010,1113,249,190,1098,1253,1046,1486,899
1.731,872,224,1758,921,1210,254,183,1164,1239,1081,1496,897
1.773,893,319,1901,1222,1339,292,203,1173,1306,1284,1533,924
1.77,937,295,1813,1086,1240,273,195,1163,1324,1194,1541,901
1.773,906,266,1839,1075,1302,278,193,1168,1308,1158,1557,902
1.763,883,242,1854,1011,1207,288,200,1187,1277,1086,1516,909
1.814,916,247,1891,996,1246,270,200,1127,1324,1103,1565,953
1.805,921,218,1869,890,1210,270,205,1145,1316,1037,1567,945
1.838,974,264,1932,1016,1235,287,214,1217,1372,1147,1604,955
1.884,964,240,1929,970,1200,281,207,1239,1392,1047,1641,971
1.811,975,273,1889,1066,1239,276,205,1230,1328,1164,1584,903
1.669,812,292,1704,1115,1224,250,193,1090,1219,1139,1438,900
1.787,915,235,1856,918,1177,256,202,1154,1299,1022,1552,931
1.78,937,233,1798,930,1163,277,195,1145,1296,1020,1551,918
1.732,835,277,1739,1075,1336,257,194,1113,1274,1209,1503,918
1.604,772,198,1657,835,1117,250,183,951,1164,932,1383,896
1.77,884,307,1813,1170,1187,273,203,1138,1282,1181,1530,913
1.732,889,196,1785,811,1088,272,198,1119,1277,975,1481,915
1.688,855,246,1786,947,1231,256,190,1119,1231,1098,1454,887
1.71,844,202,1781,798,1116,272,199,1051,1235,952,1479,928
1.792,931,187,1814,753,1053,275,194,1088,1311,879,1550,932
1.867,971,241,1948,990,1271,278,202,1188,1358,1054,1627,969
1.825,1013,204,1972,858,1205,284,203,1212,1351,1059,1585,881
1.808,966,224,1859,869,1166,273,200,1154,1331,999,1568,926
1.789,907,257,1842,1011,1186,282,202,1200,1312,1104,1556,907
1.754,899,220,1796,835,1141,263,197,1141,1273,939,1513,920
1.742,886,198,1828,850,1180,287,202,1103,1260,1016,1494,916
1.715,861,206,1754,818,1168,261,194,1049,1235,962,1480,931
1.585,815,184,1645,780,1108,253,177,984,1134,959,1349,842
1.897,1002,203,1945,853,1220,286,197,1219,1417,1042,1657,980
1.772,926,174,1860,711,1066,269,205,1123,1270,855,1515,915
1.738,863,194,1750,801,1137,262,195,1082,1266,957,1492,919
1.738,924,219,1762,904,1157,267,194,1069,1266,1072,1492,923
1.705,818,284,1752,1146,1229,272,195,1060,1251,1203,1464,916
1.764,912,179,1806,766,1071,268,197,1134,1297,895,1518,901
1.733,895,215,1737,877,1158,264,182,1111,1265,1002,1491,894
1.756,950,196,1951,811,1197,281,205,1160,1304,1024,1512,870
1.82,897,236,1882,929,1205,277,197,1169,1352,1059,1578,921
1.608,821,257,1652,950,1198,243,181,1022,1186,1078,1388,863
1.741,836,232,1777,942,1216,256,180,1117,1256,1074,1521,927
1.902,976,317,2004,1222,1271,288,204,1267,1415,1213,1663,993
1.68,853,211,1669,805,1064,260,177,1021,1230,910,1438,891
1.79,909,180,1887,743,1088,274,187,1128,1322,915,1552,932
1.825,931,308,1903,1156,1251,274,188,1229,1310,1209,1583,938
1.801,877,302,1783,1160,1290,264,187,1169,1297,1202,1546,960
1.752,848,242,1803,996,1161,269,188,1090,1281,1073,1490,942
1.689,838,227,1667,944,1091,254,185,1079,1213,995,1439,890
1.845,965,245,1858,978,1185,278,199,1190,1363,1056,1589,943
1.638,810,201,1720,838,1206,251,178,1015,1182,1050,1412,887
1.663,831,252,1743,945,1163,256,180,1074,1198,1017,1424,873
1.807,940,242,1916,1010,1225,281,207,1149,1320,1071,1551,907
1.758,824,208,1810,846,1100,270,190,1085,1272,963,1499,948
1.718,835,261,1765,1019,1149,259,190,1111,1257,1072,1494,921
1.746,841,269,1787,1079,1211,259,182,1131,1279,1094,1511,904
1.646,824,245,1698,931,1100,243,183,1048,1196,984,1400,869
1.757,865,248,1832,973,1217,275,200,1099,1269,1078,1514,951
1.853,983,203,1865,785,1098,282,200,1172,1350,895,1619,942
1.703,844,246,1802,957,1197,276,203,1087,1231,1106,1460,898
1.85,935,213,1866,857,1091,274,196,1153,1364,1008,1590,977
1.684,872,329,1805,1158,1293,265,195,1101,1261,1256,1472,873
1.745,876,228,1790,960,1234,262,184,1090,1287,1084,1505,940
1.814,944,194,1813,781,1105,270,185,1160,1332,953,1564,940
1.642,792,192,1696,778,1122,253,188,1010,1168,937,1406,901
1.875,973,257,2000,1059,1210,283,204,1244,1386,1144,1636,929
1.761,889,207,1865,844,1095,267,189,1144,1314,925,1528,911
1.788,902,204,1826,823,1132,273,190,1159,1302,968,1530,931
1.726,860,197,1800,791,1082,271,201,1121,1275,926,1483,884
1.66,796,242,1665,919,1143,247,173,1024,1209,998,1439,912
1.598,750,215,1654,876,1162,260,184,1004,1138,1016,1374,887
1.719,865,238,1749,962,1146,270,194,1092,1252,1065,1488,892
1.692,825,257,1711,1006,1204,258,178,1103,1210,1170,1462,908
1.741,843,249,1886,991,1157,273,180,1135,1246,1067,1497,893
1.76,908,233,1822,943,1120,277,195,1110,1262,1008,1522,885
1.746,862,300,1788,1110,1237,273,187,1144,1281,1199,1515,928
1.739,848,242,1848,998,1220,280,200,1139,1271,1129,1505,920
1.76,881,282,1857,1066,1308,260,183,1121,1279,1250,1526,920
1.75,856,253,1822,990,1171,278,196,1132,1276,1072,1527,937
1.742,869,275,1852,1018,1200,262,200,1098,1253,1122,1497,937
1.803,948,305,1954,1150,1345,286,201,1191,1362,1269,1585,926
1.766,890,241,1809,965,1160,280,197,1148,1265,1020,1526,896
1.83,885,263,1899,1002,1130,288,200,1137,1350,1067,1576,960
1.748,910,324,1773,1238,1265,268,189,1197,1267,1248,1517,901
1.762,902,271,1827,1042,1207,272,194,1142,1286,1130,1528,916
1.714,851,211,1776,889,1155,258,194,1058,1244,1076,1472,925
1.716,863,246,1769,961,1126,270,195,1077,1214,1035,1477,923
1.677,855,336,1775,1235,1270,263,190,1157,1226,1213,1457,883
1.714,845,296,1780,1101,1241,259,197,1149,1235,1178,1484,900
1.82,928,247,1906,970,1191,284,210,1187,1355,1096,1592,942
1.753,861,257,1867,1007,1183,259,189,1138,1279,1122,1524,927
1.784,898,293,1896,1102,1270,264,200,1136,1294,1162,1544,958
1.758,825,219,1748,924,1164,263,190,1101,1262,1006,1501,971
1.659,845,234,1796,957,1179,253,177,1091,1201,1051,1441,864
1.793,928,219,1864,880,1162,281,195,1179,1339,1003,1561,915
1.727,815,263,1819,1024,1260,286,200,1122,1252,1202,1508,949
1.777,920,340,1823,1254,1366,270,187,1196,1321,1285,1547,921
1.885,902,298,1959,1108,1242,281,198,1219,1360,1166,1630,1000
1.716,881,197,1739,839,1131,263,179,1129,1240,957,1492,901
1.634,806,209,1630,862,1111,254,185,1014,1150,957,1376,901
1.763,838,336,1836,1282,1366,280,200,1170,1323,1374,1522,939
1.775,913,262,1826,1035,1230,280,194,1154,1316,1117,1552,932
1.823,883,196,1769,787,1097,277,191,1088,1322,917,1558,1001
1.816,925,232,1929,938,1220,277,198,1144,1322,1066,1580,934
1.886,958,240,1892,933,1189,281,204,1204,1392,979,1635,993
1.7,814,233,1756,986,1155,250,179,1098,1240,1064,1485,903
1.759,881,241,1828,946,1116,270,190,1187,1305,1031,1537,898
1.72,882,187,1669,748,1061,257,182,1077,1253,919,1480,903
1.716,820,233,1728,934,1196,262,187,1083,1249,1098,1477,917
1.741,903,207,1899,802,1146,282,208,1115,1266,1000,1498,916
1.73,851,243,1809,968,1208,265,196,1123,1286,1112,1501,913
1.773,874,312,1786,1144,1193,267,194,1188,1321,1124,1551,920
1.665,809,228,1700,883,1141,252,184,1050,1196,965,1441,905
1.747,874,196,1776,795,1132,267,197,1074,1275,997,1490,917
1.779,874,299,1809,1143,1291,277,199,1185,1322,1192,1530,963
1.629,790,191,1652,778,1046,239,174,986,1175,910,1392,891
1.656,800,204,1722,818,1124,261,176,1047,1211,998,1434,898
1.749,911,264,1898,1054,1235,278,202,1167,1283,1145,1520,918
1.858,929,218,1846,862,1129,280,190,1172,1372,961,1609,993
1.769,891,259,1817,1003,1227,258,205,1160,1280,1120,1534,935
1.837,936,227,1954,972,1245,278,200,1157,1349,1083,1594,981
1.691,841,219,1739,914,1195,269,183,1090,1239,1062,1455,882
1.775,874,299,1759,1094,1168,277,198,1147,1276,1058,1527,947
1.743,862,258,1781,1004,1172,275,191,1122,1277,1067,1518,884
1.721,838,266,1829,1026,1245,268,195,1100,1258,1127,1490,917
1.629,775,194,1663,811,1092,247,177,1025,1180,985,1410,863
1.672,851,234,1707,948,1145,261,185,1055,1213,1044,1449,868
1.659,822,264,1720,958,1150,260,194,1086,1227,1025,1419,844
1.896,979,213,1954,853,1110,288,204,1235,1400,939,1627,947
1.73,860,222,1869,882,1130,279,205,1132,1279,1005,1502,881
1.684,827,210,1756,800,1146,270,186,1058,1215,974,1456,872
1.757,882,215,1812,870,1212,283,192,1146,1288,1082,1512,930
1.747,860,257,1710,1019,1157,258,179,1139,1279,1179,1515,930
1.646,825,212,1678,829,1111,253,181,1054,1206,967,1432,850
1.744,859,246,1863,982,1216,270,196,1134,1271,1051,1493,937
1.798,884,226,1840,919,1190,286,205,1165,1298,1082,1543,946
1.883,964,329,1890,1266,1289,283,194,1255,1391,1313,1639,992
1.837,911,240,1903,966,1221,287,194,1213,1361,1162,1598,945
1.663,793,218,1702,857,1096,239,173,1012,1202,928,1428,895
1.832,912,202,1912,863,1171,285,204,1141,1352,1007,1584,972
1.845,922,230,1880,926,1190,272,194,1174,1353,1074,1601,978
1.754,847,248,1890,985,1249,263,201,1108,1261,1069,1522,942
1.867,899,207,1879,849,1231,276,196,1154,1387,1081,1610,999
1.819,880,232,1898,970,1247,274,197,1160,1307,1162,1571,966
1.771,895,274,1811,1019,1185,276,195,1188,1314,1055,1536,916
1.814,957,209,1907,862,1091,281,204,1178,1332,1004,1578,883
1.79,914,207,1840,854,1185,266,190,1114,1321,994,1539,940
1.823,899,219,1851,891,1127,261,195,1162,1347,974,1571,945
1.807,900,238,1817,940,1173,270,189,1190,1311,1034,1565,932
1.871,975,271,1982,1038,1233,300,218,1212,1396,1085,1625,940
1.645,792,195,1636,757,1117,244,177,1016,1182,952,1376,882
1.762,925,201,1909,752,1133,288,214,1152,1306,934,1518,873
1.735,916,195,1794,723,1083,277,194,1084,1296,938,1505,901
1.797,943,307,1930,1108,1285,289,198,1209,1319,1214,1563,894
1.751,937,217,1874,792,1216,283,190,1133,1277,1024,1506,861
1.745,900,200,1816,798,1157,276,196,1106,1276,969,1501,897
1.778,982,230,1865,879,1107,288,204,1191,1332,977,1548,852
1.723,859,225,1830,851,1114,274,198,1081,1269,964,1463,900
1.692,882,258,1792,1043,1272,266,195,1093,1245,1156,1465,882
1.749,909,241,1985,926,1277,287,211,1138,1286,1100,1499,892
1.725,875,211,1883,886,1230,286,206,1117,1239,1012,1480,876
1.777,941,217,1925,835,1163,273,205,1120,1298,994,1518,900
1.728,913,202,1854,844,1207,293,197,1108,1234,1016,1493,846
1.658,799,222,1777,936,1211,269,187,1071,1210,1061,1425,873
1.656,799,227,1696,916,1177,252,178,1082,1203,1031,1405,898
1.698,849,212,1789,866,1148,270,195,1073,1250,1036,1453,884
1.765,908,276,1794,1051,1266,274,191,1138,1335,1183,1534,910
1.71,899,264,1842,967,1206,265,189,1134,1267,1044,1454,873
1.766,882,240,1814,952,1209,257,186,1131,1288,1084,1503,942
1.743,904,280,1817,1088,1249,268,183,1162,1278,1222,1511,902
1.744,858,335,1787,1270,1295,280,193,1135,1274,1214,1515,939
1.805,924,294,1829,1105,1205,274,186,1173,1323,1144,1541,939
1.783,917,284,1902,1104,1329,300,204,1154,1300,1197,1544,930
1.701,849,288,1764,1066,1152,273,196,1110,1231,1104,1451,888
1.955,1027,275,2043,1086,1326,312,223,1247,1448,1143,1691,1000
1.823,891,309,1920,1210,1345,285,201,1165,1342,1288,1545,968
1.816,901,275,1865,1094,1261,281,193,1177,1342,1161,1549,967
1.762,904,215,1816,866,1159,274,201,1120,1268,949,1497,938
1.619,801,208,1677,816,1126,255,170,1032,1185,936,1374,860
1.614,789,260,1606,981,1125,249,180,1055,1176,982,1379,885
1.654,886,224,1777,892,1140,256,185,1092,1201,1012,1416,850
1.791,913,249,1800,960,1169,276,193,1130,1322,1039,1548,924
1.737,873,211,1772,886,1103,259,188,1089,1263,937,1502,893
1.694,900,273,1806,1011,1252,268,190,1095,1243,1137,1451,872
1.774,916,194,1852,754,1195,285,204,1111,1302,982,1532,924
1.798,934,282,1853,1034,1217,278,201,1180,1331,1152,1550,922
1.834,903,287,1874,1065,1300,282,200,1163,1339,1228,1580,946
1.86,956,216,2005,859,1225,300,206,1180,1376,1027,1602,960
1.664,816,217,1706,891,1072,251,184,1023,1202,978,1443,890
1.803,906,211,1934,931,1300,272,202,1176,1317,1152,1558,940
1.774,887,201,1823,832,1121,260,190,1160,1330,983,1535,925
1.748,836,261,1832,1061,1203,264,188,1171,1269,1047,1512,925
1.859,945,212,1931,859,1203,282,198,1186,1359,1091,1589,978
1.655,854,219,1827,902,1205,261,183,1093,1209,1073,1435,887
1.634,866,219,1881,901,1192,270,196,1097,1188,1062,1404,823
1.774,863,258,1935,1083,1243,288,198,1205,1249,1174,1539,928
1.762,867,270,1903,1071,1185,272,192,1135,1280,1112,1526,924
1.757,933,231,1901,910,1215,284,200,1229,1330,1066,1526,882
1.785,913,211,1928,840,1155,277,197,1154,1308,986,1541,903
1.746,900,198,1824,785,1155,270,188,1143,1291,986,1504,918
1.622,780,220,1691,864,1085,254,176,1064,1181,998,1375,869
1.712,857,224,1810,940,1175,260,193,1080,1257,1056,1484,890
1.657,884,282,1763,1047,1232,267,191,1102,1237,1112,1439,876
1.784,892,227,1911,902,1194,287,208,1131,1314,1042,1540,921
1.75,881,196,1845,825,1212,284,194,1145,1286,1017,1506,944
1.76,872,202,1924,896,1143,274,200,1145,1270,996,1512,933
1.79,901,239,1865,972,1185,270,190,1214,1296,1147,1562,921
1.721,890,204,1826,852,1135,260,186,1159,1285,959,1506,889
1.82,886,227,1908,955,1220,289,205,1135,1317,1080,1553,968
1.809,916,299,1864,1144,1210,295,200,1195,1346,1201,1562,937
1.749,851,191,1867,737,1132,273,197,1069,1270,947,1479,945
1.771,933,309,1936,1144,1266,277,198,1241,1324,1139,1549,879
1.707,859,226,1859,920,1192,281,208,1130,1273,1084,1493,883
1.622,787,192,1678,815,1085,253,175,1076,1206,953,1396,875
1.714,861,168,1875,731,1115,263,190,1111,1279,907,1465,906
1.739,852,207,1831,862,1137,267,195,1143,1305,975,1512,918
1.803,864,242,1895,968,1239,272,190,1204,1344,1133,1568,924
1.801,933,204,1913,837,1114,271,197,1145,1322,944,1553,934
1.827,882,221,1996,937,1215,286,195,1165,1330,1115,1563,965
1.75,903,173,1883,726,1118,274,196,1114,1315,932,1517,907
1.844,944,225,2015,956,1285,300,210,1192,1340,1164,1594,953
1.846,971,204,1956,811,1112,285,197,1190,1369,920,1577,939
1.854,958,233,1930,925,1173,293,202,1237,1390,1046,1598,947
1.604,779,188,1675,798,1117,255,183,1042,1170,1017,1372,881
1.687,833,196,1783,744,1058,251,179,1099,1232,907,1439,897
1.659,842,233,1766,910,1135,254,188,1111,1236,1030,1434,867
1.736,918,199,1863,770,1032,271,198,1094,1270,918,1501,886
1.713,832,181,1764,787,1114,262,183,1097,1261,989,1474,938
1.682,834,196,1833,779,1130,267,186,1074,1249,973,1437,885
1.729,891,238,1857,969,1172,272,195,1147,1279,1083,1494,885
1.662,785,200,1750,888,1126,258,184,1039,1216,1058,1427,891
1.766,865,241,1890,1029,1242,274,196,1220,1288,1184,1528,912
1.692,879,256,1887,1017,1256,276,192,1188,1286,1123,1483,849
1.79,916,240,1859,953,1170,264,194,1218,1326,1034,1548,941
1.738,922,192,1896,816,1125,264,197,1190,1304,1000,1494,873
1.602,803,265,1770,980,1178,257,176,1066,1184,1066,1398,854
1.839,962,219,1921,896,1172,287,202,1175,1372,1058,1581,918
1.794,918,217,1853,897,1208,276,196,1201,1309,1054,1547,907
1.704,824,252,1772,1000,1219,259,183,1125,1267,1116,1467,935
1.845,954,211,1935,880,1190,271,194,1241,1335,1002,1607,943
1.796,957,269,1950,1090,1204,285,208,1224,1318,1131,1562,890
1.64,796,252,1665,955,1140,241,164,1059,1237,1091,1420,885
1.748,952,251,1929,946,1212,281,198,1173,1287,1102,1517,866
1.799,901,247,1876,978,1203,277,205,1192,1329,1079,1540,925
1.97,1039,288,2048,1076,1298,294,215,1252,1451,1188,1687,1025
1.717,926,237,1822,933,1151,253,193,1153,1268,998,1502,877
1.697,874,182,1726,732,1049,271,177,1086,1253,894,1455,907
1.604,752,268,1739,1065,1202,262,177,1114,1146,1139,1377,871
1.856,1012,331,2035,1234,1296,297,218,1312,1406,1198,1640,910
1.611,816,217,1705,857,1114,254,175,1107,1179,978,1395,825
1.727,910,260,1892,1030,1271,264,200,1161,1279,1140,1498,881
1.728,873,299,1778,1076,1280,277,191,1172,1283,1159,1497,910
1.76,903,225,1861,892,1169,279,192,1146,1309,976,1520,921
1.661,852,187,1796,763,1039,256,183,1086,1228,868,1437,872
1.772,890,265,1873,1035,1217,271,194,1192,1312,1157,1537,927
1.707,836,204,1759,862,1141,264,178,1130,1242,977,1464,919
1.69,852,223,1809,868,1150,264,180,1167,1250,1031,1476,873
1.727,864,235,1842,985,1105,265,190,1155,1256,1029,1492,905
1.775,863,284,1876,1130,1262,277,178,1211,1294,1216,1536,940
1.681,796,257,1666,1006,1137,254,172,1113,1233,1009,1453,900
1.757,900,265,1863,1056,1202,264,187,1187,1313,1129,1531,908
1.749,859,225,1845,920,1184,271,194,1176,1319,1081,1514,894
1.685,825,263,1734,1013,1076,248,179,1108,1219,985,1434,914
1.724,844,245,1806,1000,1169,268,195,1135,1258,1070,1487,948
1.846,921,182,1919,765,1137,257,187,1147,1366,953,1566,999
1.754,877,273,1862,1127,1230,273,202,1209,1302,1122,1529,907
1.763,940,208,1864,841,1125,277,188,1196,1311,969,1531,893
1.783,916,300,1902,1188,1295,290,197,1213,1326,1278,1543,925
1.63,805,210,1688,860,1111,257,179,1046,1210,986,1408,881
1.694,856,246,1825,1010,1183,267,190,1146,1271,1102,1478,876
1.75,884,268,1883,1012,1173,267,198,1220,1288,1127,1521,885
1.703,870,220,1894,831,1070,259,188,1117,1249,890,1487,885
1.711,870,231,1809,907,1142,261,191,1158,1264,996,1484,913
1.754,877,182,1811,803,1111,274,191,1138,1292,1043,1508,924
1.837,954,241,1935,940,1152,286,206,1178,1373,1049,1594,976
1.828,941,255,1976,1012,1190,287,201,1225,1386,1100,1590,925
1.762,865,213,1940,851,1133,287,205,1193,1306,1020,1537,910
1.654,811,236,1739,910,1120,256,187,1095,1255,1055,1437,889
1.761,881,211,1802,834,1115,261,181,1135,1288,962,1513,928
1.72,861,236,1873,940,1149,270,196,1163,1276,1019,1483,911
1.737,912,192,1876,760,1102,274,200,1144,1314,918,1508,880
1.648,826,177,1706,818,1053,255,186,1092,1215,968,1420,884
1.741,869,205,1942,880,1173,277,206,1144,1276,1014,1512,923
1.675,885,211,1888,827,1171,266,186,1085,1251,984,1439,868
1.695,829,208,1801,821,1149,257,183,1110,1261,1007,1473,874
1.772,863,205,1836,875,1165,281,192,1170,1319,1026,1511,920
1.747,871,260,1848,1045,1257,274,190,1166,1289,1173,1517,913
1.69,828,226,1822,923,1206,261,188,1150,1260,1058,1470,894
1.784,933,228,1918,844,1135,287,202,1226,1319,984,1557,878
1.823,901,220,1906,882,1190,274,195,1209,1338,1010,1588,940
1.814,985,274,1973,1096,1234,292,202,1282,1326,1161,1583,883
1.923,1015,223,2047,920,1246,285,212,1241,1434,1131,1659,966
1.802,940,185,1803,787,1117,273,190,1152,1369,922,1548,949
1.73,865,218,1780,900,1240,266,184,1151,1290,1108,1482,908
1.712,888,255,1846,1012,1129,266,190,1106,1259,1028,1476,890
1.725,881,194,1817,752,1085,266,195,1140,1319,957,1495,920
1.7,858,219,1740,906,1099,259,180,1134,1262,966,1465,883
1.77,924,194,1876,773,1087,281,199,1090,1301,917,1510,932
1.899,1056,176,2058,730,1105,301,209,1243,1447,902,1639,916
1.825,953,217,1899,882,1159,279,212,1193,1356,1101,1578,945
1.779,914,216,1874,819,1151,277,198,1178,1318,956,1533,926
1.76,915,208,1884,855,1146,268,197,1178,1325,1007,1536,899
1.806,880,184,1852,735,1115,270,197,1164,1348,955,1540,965
1.734,875,203,1808,781,1100,278,195,1061,1295,971,1493,939
1.813,938,225,1973,870,1150,281,201,1207,1360,993,1587,933
1.823,938,191,1859,807,1150,268,192,1172,1341,960,1555,958
1.768,908,255,1904,972,1233,274,190,1205,1335,1121,1527,941
1.741,893,328,1873,1224,1305,274,186,1198,1318,1255,1510,904
1.804,921,228,1889,905,1167,277,197,1187,1351,1007,1562,961
1.831,900,231,1913,920,1160,269,196,1219,1365,1071,1583,946
1.819,922,281,1867,1105,1262,283,194,1225,1351,1172,1570,975
1.739,906,223,1832,917,1190,272,202,1182,1295,1053,1515,877
1.716,877,178,1795,752,1133,254,185,1087,1265,984,1476,914
1.664,873,223,1824,911,1208,274,189,1140,1252,1071,1441,849
1.674,894,280,1868,1082,1245,284,196,1135,1247,1163,1444,853
1.763,936,232,1901,875,1221,276,201,1216,1317,1085,1538,887
1.761,941,245,1878,904,1171,264,194,1130,1320,1019,1538,896
1.751,862,231,1828,946,1172,287,193,1139,1305,1058,1517,962
1.738,890,213,1832,885,1171,267,187,1159,1316,993,1521,915
1.61,777,226,1672,915,1135,252,171,1066,1177,1034,1378,910
1.767,877,183,1907,739,1145,269,194,1176,1295,909,1525,941
1.649,837,187,1781,776,1132,252,176,1109,1201,1028,1409,859
1.66,808,247,1683,961,1136,266,179,1057,1222,1047,1424,918
1.863,985,259,2008,1042,1227,291,207,1260,1377,1129,1611,951
1.688,850,272,1746,1028,1145,254,174,1162,1264,1044,1456,898
1.861,968,198,2104,828,1234,296,216,1223,1360,1021,1597,920
1.725,919,234,1916,952,1227,279,201,1207,1279,1101,1490,862
1.702,849,259,1777,1012,1160,256,183,1119,1274,1066,1470,894
1.721,966,230,1852,860,1116,250,187,1166,1320,996,1491,823
1.853,998,196,1953,761,1129,284,204,1185,1385,934,1586,904
1.652,858,210,1798,802,1136,265,187,1059,1234,987,1432,860
1.827,936,291,1963,1142,1314,281,200,1238,1382,1302,1590,935
1.709,864,270,1778,1061,1154,250,185,1143,1249,1121,1475,894
1.727,839,267,1816,1053,1163,265,190,1121,1280,1100,1489,900
1.721,843,229,1822,916,1142,257,189,1110,1286,1071,1489,928
1.833,968,281,1985,1103,1225,300,210,1276,1382,1163,1604,900
1.786,909,217,1839,900,1088,269,195,1179,1321,951,1549,948
1.639,815,211,1803,899,1120,286,196,1092,1191,1016,1396,891
1.689,830,212,1738,822,1066,259,186,1048,1211,890,1452,908
1.72,884,236,1938,880,1259,264,208,1197,1262,1042,1480,901
1.751,946,294,1863,1062,1250,287,203,1190,1279,1148,1530,882
1.633,844,299,1777,1050,1192,275,198,1094,1212,1077,1421,846
1.687,883,265,1822,1007,1272,276,188,1151,1250,1149,1480,880
1.816,965,255,2012,1065,1250,278,217,1298,1335,1158,1593,920
1.777,930,202,1859,841,1137,270,187,1148,1316,1003,1532,927
1.796,897,230,1897,916,1190,269,191,1191,1333,1011,1555,917
1.818,917,274,1939,1048,1255,303,209,1175,1322,1158,1561,922
1.767,911,244,1847,997,1200,268,190,1183,1308,1074,1541,913
1.669,824,251,1757,988,1160,264,186,1120,1253,1068,1438,916
1.689,836,237,1832,981,1130,259,180,1160,1226,1036,1455,886
1.713,929,196,1904,811,1182,253,180,1096,1300,980,1478,862
1.781,878,189,1914,767,1131,272,204,1181,1329,940,1548,937
1.756,893,231,1873,966,1161,268,192,1185,1295,1044,1531,914
1.674,855,214,1776,900,1113,268,187,1102,1205,981,1436,897
1.644,826,221,1756,897,1136,253,188,1090,1202,1006,1430,870
1.838,1039,173,2076,754,1195,289,211,1229,1389,1011,1606,907
1.733,869,217,1837,853,1146,269,193,1120,1288,996,1477,905
1.681,896,227,1812,915,1167,269,195,1118,1250,1072,1444,853
1.821,913,279,1857,1107,1193,276,190,1210,1344,1158,1578,970
1.713,892,263,1844,1076,1212,279,196,1215,1291,1181,1497,848
1.704,871,228,1802,950,1155,272,193,1092,1240,1032,1462,913
1.785,951,291,1892,1199,1245,282,188,1258,1331,1204,1559,902
1.793,931,252,1984,1048,1248,279,201,1249,1335,1084,1553,892
1.803,915,282,1898,1070,1172,280,200,1140,1348,1086,1569,933
1.725,880,251,1786,966,1239,277,190,1131,1276,1058,1495,932
1.666,850,247,1768,1009,1150,269,187,1129,1240,1081,1437,875
1.687,914,227,1844,880,1097,258,197,1149,1273,985,1467,825
1.768,885,207,1827,849,1162,272,191,1143,1299,970,1521,936
1.626,828,197,1698,850,1111,243,184,1080,1161,942,1398,871
1.684,883,185,1788,788,1080,258,174,1124,1247,943,1443,866
1.751,874,251,1772,998,1191,287,190,1172,1288,1082,1510,904
1.852,927,211,1984,875,1232,280,195,1214,1369,1014,1615,944
1.624,779,204,1711,801,1100,233,171,1045,1181,955,1385,904
1.723,858,204,1781,850,1155,266,187,1112,1285,1005,1487,903
1.775,896,296,1888,1132,1345,284,190,1172,1336,1201,1552,922
1.784,902,169,1864,759,1049,268,191,1103,1307,858,1538,922
1.662,849,191,1717,740,1008,252,181,1088,1222,848,1426,871
